open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base,taker_buy_quote,ignore
1672567200000,1196.47000000,1196.48000000,1196.00000000,1196.01,123.914,1672567499999,148226.88324400,651,30.31320000,36259.68237900,0
1672567500000,1196.01000000,1196.01000000,1195.70000000,1195.83,220.5222,1672567799999,263697.30870900,628,90.87320000,108664.16607500,0
1672567800000,1195.83000000,1196.30000000,1195.83000000,1196.29,144.6139,1672568099999,172964.51551600,628,102.63540000,122752.29446000,0
1672568100000,1196.29000000,1196.34000000,1196.13000000,1196.13,180.4701,1672568399999,215891.84200200,537,87.75880000,104984.05793900,0
1672568400000,1196.14000000,1196.22000000,1195.98000000,1196.22,140.7927,1672568699999,168392.04827700,585,79.05930000,94556.82165100,0
1672568700000,1196.22000000,1196.22000000,1196.21000000,1196.21,58.8415,1672568999999,70387.10138500,468,31.06700000,37162.96674000,0
1672569000000,1196.22000000,1196.22000000,1195.73000000,1195.74,162.2266,1672569299999,194024.70815200,534,18.12530000,21675.58269500,0
1672569300000,1195.74000000,1195.82000000,1195.60000000,1195.68,243.1785,1672569599999,290776.61445900,626,98.33550000,117579.07774700,0
1672569600000,1195.69000000,1195.69000000,1195.59000000,1195.66,151.109,1672569899999,180669.41702100,561,89.43710000,106932.74990200,0
1672569900000,1195.66000000,1195.70000000,1195.66000000,1195.69,39.8235,1672570199999,47616.33092100,442,25.32370000,30279.28514400,0
1672570200000,1195.70000000,1196.08000000,1195.69000000,1196.07,154.2411,1672570499999,184453.57120300,558,120.05320000,143566.00699200,0
1672570500000,1196.08000000,1197.19000000,1196.07000000,1197.14,386.8478,1672570799999,462928.10544300,807,244.51280000,292583.02239600,0
1672570800000,1197.14000000,1197.23000000,1196.75000000,1196.75,360.5453,1672571099999,431579.81077800,712,109.02310000,130509.99509600,0
1672571100000,1196.75000000,1197.14000000,1196.59000000,1197.14,370.5801,1672571399999,443536.50341400,785,229.94970000,275220.96736200,0
1672571400000,1197.13000000,1197.41000000,1196.92000000,1196.92,327.7631,1672571699999,392418.94962300,744,205.70780000,246286.91135400,0
1672571700000,1196.93000000,1196.93000000,1196.08000000,1196.28,274.9851,1672571999999,328971.88947200,754,113.47640000,135738.10163800,0
1672572000000,1196.27000000,1196.49000000,1196.15000000,1196.49,154.3619,1672572299999,184662.19683500,505,70.72300000,84604.13991800,0
1672572300000,1196.49000000,1196.49000000,1196.09000000,1196.16,189.0631,1672572599999,226164.51631200,671,105.31960000,125984.35743100,0
1672572600000,1196.16000000,1196.27000000,1195.81000000,1196.17,318.7793,1672572899999,381272.58735500,774,112.61200000,134688.94266700,0
1672572900000,1196.17000000,1196.35000000,1196.16000000,1196.35,120.2481,1672573199999,143852.02777600,563,61.06810000,73055.06479400,0
1672573200000,1196.34000000,1196.44000000,1196.04000000,1196.05,334.0916,1672573499999,399677.62859000,781,154.74990000,185124.64150900,0
1672573500000,1196.04000000,1196.05000000,1195.81000000,1195.82,132.087,1672573799999,157976.12793400,509,53.94800000,64523.52618300,0
1672573800000,1195.81000000,1195.82000000,1195.72000000,1195.79,95.9177,1672574099999,114694.20062600,518,32.71540000,39119.25357500,0
1672574100000,1195.79000000,1196.35000000,1195.79000000,1196.34,175.6319,1672574399999,210079.02816900,505,120.82520000,144515.05639000,0
1672574400000,1196.35000000,1196.45000000,1196.21000000,1196.45,215.6824,1672574699999,258008.03339100,679,145.21330000,173710.54738900,0
1672574700000,1196.44000000,1196.45000000,1195.86000000,1195.9,241.2388,1672574999999,288526.78981500,760,106.12010000,126920.09753100,0
1672575000000,1195.90000000,1197.55000000,1195.83000000,1197.21,775.4008,1672575299999,927891.02197200,1114,601.62900000,719949.90156400,0
1672575300000,1197.21000000,1197.64000000,1197.21000000,1197.25,401.4926,1672575599999,480762.49478900,794,176.79590000,211700.66522400,0
1672575600000,1197.26000000,1197.38000000,1197.25000000,1197.25,186.58,1672575899999,223387.60123400,638,24.09730000,28850.97248800,0
1672575900000,1197.26000000,1198.50000000,1196.73000000,1197.88,1010.0352,1672576199999,1209517.59750500,1239,584.66830000,700126.33744800,0
1672576200000,1197.88000000,1198.36000000,1197.00000000,1197.14,604.0564,1672576499999,723560.54907000,997,224.47620000,268885.35908800,0
1672576500000,1197.14000000,1197.19000000,1197.03000000,1197.03,168.2359,1672576799999,201401.75704600,592,86.50570000,103561.69130800,0
1672576800000,1197.03000000,1197.04000000,1196.95000000,1197.02,136.4954,1672577099999,163386.84838300,511,46.46150000,55614.64556200,0
1672577100000,1197.03000000,1197.58000000,1197.02000000,1197.11,337.5991,1672577399999,404194.13724500,755,202.61250000,242568.44197700,0
1672577400000,1197.12000000,1197.17000000,1197.03000000,1197.16,144.4989,1672577699999,172984.03920600,552,74.48880000,89171.60938300,0
1672577700000,1197.15000000,1197.17000000,1197.03000000,1197.17,197.421,1672577999999,236334.71372200,597,87.87660000,105197.15982100,0
1672578000000,1197.16000000,1197.29000000,1196.86000000,1197.1,467.7696,1672578299999,559942.19885400,935,257.67120000,308437.47652500,0
1672578300000,1197.09000000,1197.28000000,1196.84000000,1196.85,227.871,1672578599999,272767.03941300,691,77.40470000,92650.92363000,0
1672578600000,1196.84000000,1196.85000000,1196.21000000,1196.37,243.9094,1672578899999,291840.66994700,861,88.79230000,106238.46056200,0
1672578900000,1196.38000000,1196.38000000,1196.01000000,1196.14,313.9213,1672579199999,375523.02346500,935,150.08500000,179533.96467400,0
1672579200000,1196.15000000,1196.15000000,1196.03000000,1196.04,162.6436,1672579499999,194539.93871100,672,76.45420000,91447.59347300,0
1672579500000,1196.03000000,1196.07000000,1195.67000000,1196.06,359.8389,1672579799999,430324.84354700,888,194.82920000,232988.89329400,0
1672579800000,1196.06000000,1196.12000000,1195.70000000,1195.71,174.8013,1672580099999,209056.11634600,616,69.73080000,83391.99724800,0
1672580100000,1195.71000000,1195.71000000,1193.54000000,1194.53,1896.3904,1672580399999,2265172.06070300,1920,555.42190000,663273.83366400,0
1672580400000,1194.53000000,1194.83000000,1194.34000000,1194.56,426.5206,1672580699999,509526.86746700,891,160.51050000,191739.65015100,0
1672580700000,1194.56000000,1194.81000000,1194.17000000,1194.68,276.2583,1672580999999,330001.85367200,683,106.19910000,126846.74629400,0
1672581000000,1194.69000000,1194.82000000,1194.68000000,1194.82,110.553,1672581299999,132084.85293100,568,88.72630000,106007.09783200,0
1672581300000,1194.81000000,1195.26000000,1194.81000000,1195.26,143.9716,1672581599999,172055.03378600,533,89.31660000,106734.04069700,0
1672581600000,1195.26000000,1195.48000000,1195.03000000,1195.4,433.3414,1672581899999,517965.40740700,904,281.19070000,336101.27161100,0
1672581900000,1195.41000000,1195.41000000,1194.69000000,1194.95,294.0201,1672582199999,351369.56887800,677,136.70520000,163344.83861100,0
1672582200000,1194.94000000,1195.50000000,1194.94000000,1195.49,206.697,1672582499999,247085.85415400,725,102.56580000,122601.83741100,0
1672582500000,1195.49000000,1195.59000000,1195.44000000,1195.59,142.3387,1672582799999,170164.67279600,615,107.48610000,128497.87497200,0
1672582800000,1195.58000000,1195.60000000,1195.48000000,1195.48,135.4707,1672583099999,161965.43841900,495,50.32240000,60163.89198700,0
1672583100000,1195.48000000,1195.86000000,1195.43000000,1195.59,434.5612,1672583399999,519599.08231900,689,126.17660000,150853.74259100,0
1672583400000,1195.58000000,1195.63000000,1195.58000000,1195.63,111.6821,1672583699999,133527.07803800,562,62.25660000,74433.92158000,0
1672583700000,1195.63000000,1195.63000000,1194.86000000,1195.01,329.7233,1672583999999,394087.38598600,736,146.51870000,175128.76888100,0
1672584000000,1195.01000000,1195.02000000,1194.84000000,1194.92,354.2258,1672584299999,423275.40203100,666,178.79230000,213648.75357700,0
1672584300000,1194.92000000,1195.21000000,1194.79000000,1195.03,275.2589,1672584599999,328920.01515500,593,162.09970000,193695.05355800,0
1672584600000,1195.03000000,1195.30000000,1195.02000000,1195.13,316.0051,1672584899999,377670.90388700,734,185.84070000,222100.40421800,0
1672584900000,1195.12000000,1195.13000000,1194.20000000,1194.5,462.9341,1672585199999,552992.73024800,924,110.57630000,132082.61091900,0
1672585200000,1194.50000000,1194.87000000,1194.50000000,1194.69,241.872,1672585499999,288979.28307600,786,109.87040000,131265.10846800,0
1672585500000,1194.69000000,1195.20000000,1194.68000000,1195.2,298.2631,1672585799999,356430.71176200,641,268.38500000,320723.43115500,0
1672585800000,1195.19000000,1195.36000000,1195.19000000,1195.36,111.9249,1672586099999,133781.39949200,580,78.22970000,93506.82553200,0
1672586100000,1195.35000000,1195.51000000,1195.35000000,1195.46,153.7427,1672586399999,183791.65593000,550,52.21700000,62421.41268900,0
1672586400000,1195.45000000,1195.46000000,1194.34000000,1194.58,415.9291,1672586699999,496932.27826200,817,146.75200000,175325.59808700,0
1672586700000,1194.58000000,1195.22000000,1194.37000000,1195.21,239.4726,1672586999999,286074.13359000,779,160.98760000,192318.57790400,0
1672587000000,1195.21000000,1195.69000000,1195.21000000,1195.68,179.3357,1672587299999,214382.66088600,562,149.01060000,178131.68866300,0
1672587300000,1195.69000000,1195.84000000,1195.68000000,1195.83,91.887,1672587599999,109875.61766300,521,36.16280000,43241.23737600,0
1672587600000,1195.83000000,1196.14000000,1195.83000000,1196.08,465.6814,1672587899999,556976.91310900,801,171.19020000,204740.18931000,0
1672587900000,1196.08000000,1196.46000000,1195.60000000,1195.74,306.7068,1672588199999,366834.94499500,734,104.27720000,124715.35207800,0
1672588200000,1195.74000000,1195.81000000,1195.73000000,1195.81,67.5875,1672588499999,80820.99473500,497,25.67920000,30707.17082100,0
1672588500000,1195.81000000,1196.81000000,1195.80000000,1196.81,199.0106,1672588799999,238111.82318100,635,129.29840000,154704.77191500,0
1672588800000,1196.81000000,1197.74000000,1195.91000000,1195.92,746.099,1672589099999,893066.65003000,1128,395.52170000,473432.21302800,0
1672589100000,1195.91000000,1196.98000000,1195.91000000,1196.5,209.8392,1672589399999,251096.39270000,828,79.29090000,94866.84329200,0
1672589400000,1196.50000000,1196.51000000,1195.88000000,1196.07,286.8204,1672589699999,343045.16761900,806,102.37200000,122436.91567100,0
1672589700000,1196.07000000,1197.08000000,1196.06000000,1196.94,1080.7593,1672589999999,1293386.66886500,993,889.42190000,1064392.22264700,0
1672590000000,1196.94000000,1197.14000000,1196.45000000,1197.13,868.142,1672590299999,1039040.54701200,1037,523.18600000,626177.11254500,0
1672590300000,1197.14000000,1197.71000000,1197.07000000,1197.7,1308.4184,1672590599999,1566677.07297800,1033,891.28530000,1067194.90117500,0
1672590600000,1197.71000000,1198.35000000,1197.31000000,1198.21,1515.0345,1672590899999,1814601.18036800,1532,1013.02040000,1213288.58190300,0
1672590900000,1198.21000000,1198.25000000,1197.77000000,1197.98,892.4463,1672591199999,1069068.14071600,1070,452.36590000,541868.91555300,0
1672591200000,1197.98000000,1197.98000000,1196.60000000,1196.88,870.1541,1672591499999,1041919.83544400,989,252.25240000,302011.57351600,0
1672591500000,1196.88000000,1197.98000000,1196.80000000,1197.7,552.165,1672591799999,661243.00264800,742,427.17220000,511554.54290400,0
1672591800000,1197.71000000,1197.71000000,1197.18000000,1197.32,149.9111,1672592099999,179493.21359100,631,70.89440000,84875.56811000,0
1672592100000,1197.32000000,1197.87000000,1197.31000000,1197.34,187.8932,1672592399999,225022.42956100,708,49.98190000,59854.59640500,0
1672592400000,1197.35000000,1198.68000000,1197.34000000,1197.77,858.2457,1672592699999,1028110.75438600,1105,605.49690000,725291.55085900,0
1672592700000,1197.78000000,1197.89000000,1197.71000000,1197.89,161.326,1672592999999,193234.38531800,604,100.42960000,120293.07166100,0
1672593000000,1197.89000000,1198.14000000,1197.88000000,1198.13,215.8031,1672593299999,258531.27581000,549,154.45710000,185042.78821800,0
1672593300000,1198.13000000,1200.45000000,1198.12000000,1200.24,2266.5292,1672593599999,2719309.70515400,1924,1215.21520000,1457637.36436900,0
1672593600000,1200.24000000,1201.77000000,1200.24000000,1201.33,1692.4928,1672593899999,2032526.27040400,1822,881.45130000,1058429.28578500,0
1672593900000,1201.33000000,1203.50000000,1200.85000000,1200.88,2876.3402,1672594199999,3458635.33241800,2423,1476.04970000,1774515.19306900,0
1672594200000,1200.88000000,1201.68000000,1200.39000000,1200.49,711.6633,1672594499999,854739.73007100,1146,298.51440000,358527.04114000,0
1672594500000,1200.50000000,1200.86000000,1200.36000000,1200.83,391.5366,1672594799999,470087.66629400,818,192.03770000,230555.21450000,0
1672594800000,1200.82000000,1201.30000000,1200.82000000,1201.02,324.3988,1672595099999,389631.54701600,735,120.47280000,144692.58704900,0
1672595100000,1201.02000000,1201.04000000,1200.44000000,1200.54,299.7353,1672595399999,359916.06936800,620,127.72790000,153356.00369100,0
1672595400000,1200.53000000,1201.08000000,1200.53000000,1200.59,362.6382,1672595699999,435462.60529000,705,202.88110000,243617.38758500,0
1672595700000,1200.58000000,1200.77000000,1200.46000000,1200.68,268.3346,1672595999999,322170.99393000,608,155.38410000,186552.89532300,0
1672596000000,1200.67000000,1202.47000000,1200.67000000,1201.77,1248.6079,1672596299999,1500644.26430300,1483,635.16070000,763292.07409800,0
1672596300000,1201.77000000,1202.78000000,1201.14000000,1202.25,520.8705,1672596599999,626039.34379500,1085,285.82040000,343477.66695100,0
1672596600000,1202.24000000,1202.91000000,1201.54000000,1201.86,775.6394,1672596899999,932472.19643200,1068,472.08390000,567553.58553100,0
1672596900000,1201.86000000,1202.00000000,1201.26000000,1201.36,275.8503,1672597199999,331505.24401600,750,145.24510000,174549.82346200,0
1672597200000,1201.37000000,1201.58000000,1201.31000000,1201.5,337.2502,1672597499999,405173.60324500,792,221.74830000,266408.48934300,0
1672597500000,1201.50000000,1201.56000000,1201.14000000,1201.56,221.0317,1672597799999,265533.16297700,780,116.18510000,139570.45712100,0
1672597800000,1201.56000000,1201.81000000,1201.04000000,1201.81,465.3484,1672598099999,559033.25205100,756,253.48500000,304524.47320600,0
1672598100000,1201.81000000,1201.86000000,1201.32000000,1201.45,579.7399,1672598399999,696558.94096100,754,317.18360000,381068.13493100,0
1672598400000,1201.45000000,1201.48000000,1201.43000000,1201.48,137.104,1672598699999,164723.09020200,517,67.98960000,81686.30138800,0
1672598700000,1201.47000000,1201.48000000,1200.77000000,1200.77,247.1234,1672598999999,296803.85962800,682,62.41720000,74962.41979000,0
1672599000000,1200.78000000,1201.04000000,1200.77000000,1200.94,238.0495,1672599299999,285878.47446100,686,138.92290000,166828.70961300,0
1672599300000,1200.94000000,1201.04000000,1200.81000000,1200.92,222.5431,1672599599999,267259.62966000,583,64.78590000,77798.82517500,0
1672599600000,1200.93000000,1202.67000000,1200.92000000,1202.12,825.2349,1672599899999,991897.80941300,1235,571.38630000,686724.57417900,0
1672599900000,1202.12000000,1202.56000000,1202.11000000,1202.26,413.3071,1672600199999,496924.62365400,891,272.65720000,327810.03149000,0
1672600200000,1202.26000000,1203.39000000,1202.25000000,1203.33,793.9176,1672600499999,954969.89479000,1139,553.30670000,665479.57990900,0
1672600500000,1203.33000000,1204.51000000,1202.58000000,1203.81,1513.1174,1672600799999,1821241.92950100,1694,772.27240000,929552.98890000,0
1672600800000,1203.82000000,1203.91000000,1202.22000000,1202.85,563.3594,1672601099999,677659.50330800,1035,293.41500000,352887.59444500,0
1672601100000,1202.85000000,1203.73000000,1202.85000000,1203.62,282.8774,1672601399999,340425.04464800,768,161.96180000,194899.70437900,0
1672601400000,1203.62000000,1203.70000000,1202.50000000,1202.6,530.4126,1672601699999,638066.99637800,930,186.46440000,224294.74382400,0
1672601700000,1202.60000000,1203.28000000,1202.59000000,1203.12,345.0455,1672601999999,415107.03312600,772,240.06970000,288807.17032300,0
1672602000000,1203.12000000,1203.20000000,1202.50000000,1202.51,364.4088,1672602299999,438423.26645500,840,202.54450000,243679.33447300,0
1672602300000,1202.51000000,1202.54000000,1202.15000000,1202.16,312.1579,1672602599999,375315.62830100,828,171.97760000,206774.07628900,0
1672602600000,1202.16000000,1202.73000000,1202.03000000,1202.03,262.7738,1672602899999,315965.61801900,654,147.62220000,177502.43122600,0
1672602900000,1202.04000000,1202.04000000,1201.50000000,1201.78,444.0181,1672603199999,533637.76414700,809,188.20660000,226191.15041300,0
1672603200000,1201.77000000,1201.96000000,1201.44000000,1201.88,594.7223,1672603499999,714725.25622800,985,303.62980000,364878.71379700,0
1672603500000,1201.88000000,1202.01000000,1201.66000000,1201.66,299.6067,1672603799999,360086.05168100,689,98.77470000,118710.66116300,0
1672603800000,1201.66000000,1202.27000000,1201.66000000,1202.19,229.9195,1672604099999,276385.87270800,615,144.68360000,173913.67959600,0
1672604100000,1202.19000000,1203.01000000,1202.19000000,1203.01,573.2347,1672604399999,689409.47472800,812,375.92260000,452078.89331800,0
1672604400000,1203.00000000,1204.00000000,1202.93000000,1203.92,512.372,1672604699999,616622.96591000,810,311.20140000,374518.00537800,0
1672604700000,1203.91000000,1204.67000000,1202.80000000,1202.98,757.1527,1672604999999,911444.98069400,1115,317.95620000,382799.48850300,0
1672605000000,1202.98000000,1203.59000000,1202.97000000,1203.43,258.389,1672605299999,310904.40964900,667,116.07830000,139662.73396700,0
1672605300000,1203.42000000,1203.43000000,1202.80000000,1202.81,298.7233,1672605599999,359399.77634300,685,56.45730000,67930.33369900,0
1672605600000,1202.81000000,1202.91000000,1202.20000000,1202.21,264.0766,1672605899999,317626.59704900,698,129.32690000,155550.12707900,0
1672605900000,1202.20000000,1202.21000000,1202.08000000,1202.1,184.5727,1672606199999,221880.64416100,688,89.39250000,107461.53276600,0
1672606200000,1202.10000000,1202.50000000,1201.89000000,1201.89,264.4416,1672606499999,317926.78048200,756,144.13260000,173278.59221400,0
1672606500000,1201.90000000,1201.90000000,1201.39000000,1201.4,186.5533,1672606799999,224158.31381800,756,65.12480000,78249.36205700,0
1672606800000,1201.40000000,1201.72000000,1201.28000000,1201.28,240.5182,1672607099999,288992.35548000,784,144.92290000,174134.25833900,0
1672607100000,1201.29000000,1201.29000000,1200.65000000,1200.66,501.8661,1672607399999,602708.19209000,998,277.94560000,333783.84265000,0
1672607400000,1200.67000000,1201.16000000,1200.66000000,1200.95,266.1166,1672607699999,319594.87595400,778,141.07350000,169420.22014700,0
1672607700000,1200.96000000,1201.63000000,1200.95000000,1201.61,258.3075,1672607999999,310273.51102500,730,188.47220000,226388.50743400,0
1672608000000,1201.61000000,1201.69000000,1201.30000000,1201.3,134.2368,1672608299999,161299.55991200,585,53.66830000,64489.77215700,0
1672608300000,1201.30000000,1202.13000000,1201.30000000,1202.12,257.9665,1672608599999,309978.40853600,847,191.43360000,230015.48496100,0
1672608600000,1202.12000000,1202.13000000,1201.83000000,1201.84,259.6956,1672608899999,312149.77273700,664,118.18320000,142055.90372600,0
1672608900000,1201.83000000,1202.61000000,1201.83000000,1202.61,315.8631,1672609199999,379763.98941800,721,230.06950000,276599.11299400,0
1672609200000,1202.61000000,1202.73000000,1202.55000000,1202.55,208.0286,1672609499999,250183.30521000,541,105.34110000,126688.34751900,0
1672609500000,1202.55000000,1202.83000000,1202.36000000,1202.51,449.1495,1672609799999,540138.99378900,850,344.54870000,414346.08958300,0
1672609800000,1202.50000000,1203.08000000,1202.50000000,1203.07,412.461,1672610099999,496137.39698300,797,301.48670000,362639.30123000,0
1672610100000,1203.07000000,1203.08000000,1202.84000000,1202.85,118.3776,1672610399999,142403.20476100,561,40.14190000,48286.82414600,0
1672610400000,1202.85000000,1203.08000000,1202.84000000,1203.07,216.8829,1672610699999,260903.52532000,644,175.26540000,210836.53665700,0
